"id","created","description","key","priority","project","project_name","repositoryname","resolution","resolved","status","title","type","updated","votes","watchers","assignee_id","reporter_id"
16125,"2011-03-04 01:38:18.493","CnxManagerTest.testWorkerThreads See attachment, this is the first time I've seen this test fail, and it's failed 2 out of the last three test runs.Notice (attachment) once this happens the port never becomes available.{noformat}2011-03-02 15:53:12,425 - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:11245:NIOServerCnxn$Factory@251] - Accepted socket connection from /172.29.6.162:514412011-03-02 15:53:12,430 - WARN  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:11245:NIOServerCnxn@639] - Exception causing close of session 0x0 due to java.io.IOException: ZooKeeperServer not running2011-03-02 15:53:12,430 - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:11245:NIOServerCnxn@1435] - Closed socket connection for client /172.29.6.162:51441 (no session established for client)2011-03-02 15:53:12,430 - WARN  [QuorumPeer:/0:0:0:0:0:0:0:0:11241:Follower@82] - Exception when following the leaderjava.io.EOFException	at java.io.DataInputStream.readInt(DataInputStream.java:375)	at org.apache.jute.BinaryInputArchive.readInt(BinaryInputArchive.java:63)	at org.apache.zookeeper.server.quorum.QuorumPacket.deserialize(QuorumPacket.java:84)	at org.apache.jute.BinaryInputArchive.readRecord(BinaryInputArchive.java:108)	at org.apache.zookeeper.server.quorum.Learner.readPacket(Learner.java:148)	at org.apache.zookeeper.server.quorum.Learner.registerWithLeader(Learner.java:267)	at org.apache.zookeeper.server.quorum.Follower.followLeader(Follower.java:66)	at org.apache.zookeeper.server.quorum.QuorumPeer.run(QuorumPeer.java:645)2011-03-02 15:53:12,431 - INFO  [QuorumPeer:/0:0:0:0:0:0:0:0:11241:Follower@165] - shutdown calledjava.lang.Exception: shutdown Follower	at org.apache.zookeeper.server.quorum.Follower.shutdown(Follower.java:165)	at org.apache.zookeeper.server.quorum.QuorumPeer.run(QuorumPeer.java:649)2011-03-02 15:53:12,432 - INFO  [QuorumPeer:/0:0:0:0:0:0:0:0:11241:QuorumPeer@621] - LOOKING2011-03-02 15:53:12,432 - INFO  [QuorumPeer:/0:0:0:0:0:0:0:0:11241:FastLeaderElection@663] - New election. My id =  0, Proposed zxid = 02011-03-02 15:53:12,433 - INFO  [WorkerReceiver Thread:FastLeaderElection@496] - Notification: 0 (n.leader), 0 (n.zxid), 2 (n.round), LOOKING (n.state), 0 (n.sid), LOOKING (my state)2011-03-02 15:53:12,433 - INFO  [WorkerReceiver Thread:FastLeaderElection@496] - Notification: 0 (n.leader), 0 (n.zxid), 2 (n.round), LOOKING (n.state), 0 (n.sid), LOOKING (my state)2011-03-02 15:53:12,433 - INFO  [WorkerReceiver Thread:FastLeaderElection@496] - Notification: 0 (n.leader), 0 (n.zxid), 2 (n.round), LOOKING (n.state), 0 (n.sid), LOOKING (my state)2011-03-02 15:53:12,633 - INFO  [WorkerReceiver Thread:FastLeaderElection@496] - Notification: 0 (n.leader), 0 (n.zxid), 2 (n.round), LOOKING (n.state), 0 (n.sid), LOOKING (my state)2011-03-02 15:53:12,633 - INFO  [QuorumPeer:/0:0:0:0:0:0:0:0:11245:QuorumPeer@655] - LEADING2011-03-02 15:53:12,636 - INFO  [QuorumPeer:/0:0:0:0:0:0:0:0:11245:Leader@54] - TCP NoDelay set to: true2011-03-02 15:53:12,638 - INFO  [QuorumPeer:/0:0:0:0:0:0:0:0:11245:ZooKeeperServer@151] - Created server with tickTime 1000 minSessionTimeout 2000 maxSessionTimeout 20000 datadir /var/lib/hudson/workspace/CDH3-ZooKeeper-3.3.3_sles/build/test/tmp/test9001250572426375869.junit.dir/version-2 snapdir /var/lib/hudson/workspace/CDH3-ZooKeeper-3.3.3_sles/build/test/tmp/test9001250572426375869.junit.dir/version-22011-03-02 15:53:12,639 - ERROR [QuorumPeer:/0:0:0:0:0:0:0:0:11245:Leader@133] - Couldn't bind to port 11245java.net.BindException: Address already in use	at java.net.PlainSocketImpl.socketBind(Native Method)	at java.net.PlainSocketImpl.bind(PlainSocketImpl.java:365)	at java.net.ServerSocket.bind(ServerSocket.java:319)	at java.net.ServerSocket.<init>(ServerSocket.java:185)	at java.net.ServerSocket.<init>(ServerSocket.java:97)	at org.apache.zookeeper.server.quorum.Leader.<init>(Leader.java:131)	at org.apache.zookeeper.server.quorum.QuorumPeer.makeLeader(QuorumPeer.java:512)	at org.apache.zookeeper.server.quorum.QuorumPeer.run(QuorumPeer.java:657){noformat}","ZOOKEEPER-1006","Minor","ZOOKEEPER","ZooKeeper","ASF","Fixed","2011-07-28 01:21:18.407","Closed","QuorumPeer ""Address already in use"" -- regression in 3.3.3","Bug","2011-11-24 03:22:20.927",0,0,7818,7818
16135,"2011-02-18 03:38:49.082","The ""eclipse"" target in the zoo-keeper build script doesn't include the accessive.jar present in the folder /src/java/libtest in the .classpath file. But the accessive.jar is being referenced from a couple of test classes.However, the build is successful :)","ZOOKEEPER-994","Minor","ZOOKEEPER","ZooKeeper","ASF","Fixed","2011-02-27 15:11:39.958","Closed","""eclipse"" target in the build script doesnot include libraray required for test classes in the classpath","Bug","2011-11-24 03:22:23.474",0,0,8194,8194
16144,"2011-02-10 03:24:51.381","The unit test fails on trunk on my mac. I think this might be the same on other platforms as well. Ill attach the error logs.","ZOOKEEPER-985","Major","ZOOKEEPER","ZooKeeper","ASF","Fixed","2011-02-19 01:55:02.35","Closed","Test BookieRecoveryTest fails on trunk.","Bug","2011-11-24 03:22:26.843",0,0,7750,7827
16146,"2011-02-03 13:21:01.053","If zkServer.sh is run remotely using ssh as follows ssh will ""hang"" - i.e. not complete/return once the server is started. This is even though zkServer.sh starts the java vm in the background.$ ssh <host> ""zkServer.sh start""this is due to the following issue:http://www.slac.stanford.edu/comp/unix/ssh_faq.html#logoff_hangs","ZOOKEEPER-983","Minor","ZOOKEEPER","ZooKeeper","ASF","Fixed","2011-02-27 14:57:03.05","Closed","running zkServer.sh start remotely using ssh hangs","Bug","2011-11-24 03:22:41.337",0,1,7818,7818
16148,"2011-02-02 04:23:01.578","I saw a hang once when my C++ application called the zookeeper_close() method of the multi-threaded Zookeeper client library.  The stack trace of the hung thread was the following:{quote}Thread 8 (Thread 5644):#0  0x00007f5d7bb5bbe4 in __lll_lock_wait () from /lib/libpthread.so.0#1  0x00007f5d7bb59ad0 in pthread_cond_broadcast@@GLIBC_2.3.2 () from /lib/libpthread.so.0#2  0x00007f5d793628f6 in unlock_completion_list (l=0x32b4d68) at .../zookeeper/src/c/src/mt_adaptor.c:66#3  0x00007f5d79354d4b in free_completions (zh=0x32b4c80, callCompletion=1, reason=-116) at .../zookeeper/src/c/src/zookeeper.c:1069#4  0x00007f5d79355008 in cleanup_bufs (zh=0x32b4c80, callCompletion=1, rc=-116) at .../thirdparty/zookeeper/src/c/src/zookeeper.c:1125#5  0x00007f5d79353200 in destroy (zh=0x32b4c80) at .../thirdparty/zookeeper/src/c/src/zookeeper.c:366#6  0x00007f5d79358e0e in zookeeper_close (zh=0x32b4c80) at .../zookeeper/src/c/src/zookeeper.c:2326#7  0x00007f5d79356d18 in api_epilog (zh=0x32b4c80, rc=0) at .../zookeeper/src/c/src/zookeeper.c:1661#8  0x00007f5d79362f2f in adaptor_finish (zh=0x32b4c80) at .../zookeeper/src/c/src/mt_adaptor.c:205#9  0x00007f5d79358c8c in zookeeper_close (zh=0x32b4c80) at .../zookeeper/src/c/src/zookeeper.c:2297 ...{quote}The omitted part of the stack trace is entirely within my application, and contains no other calls to/from the Zookeeper client.  In particular, I am not calling zookeeper_close() from within a completion handler or any of the library's threads.I haven't been able to reproduce this, and when I encountered this I wasn't capturing logging from the client library, so unfortunately I don't have any more information at this time.  But I will update this JIRA if I see it again.","ZOOKEEPER-981","Critical","ZOOKEEPER","ZooKeeper","ASF","Fixed","2011-09-14 12:10:37.237","Closed","Hang in zookeeper_close() in the multi-threaded C client","Bug","2011-11-24 03:22:00.382",1,6,8053,8053
16153,"2011-01-18 09:36:16.625","From bug filed on CDH: https://issues.cloudera.org/browse/DISTRO-47 - moving it to this jira to address:------------------------------------------------------Bug filed by ""grep.alex"" at http://getsatisfaction.com/cloudera/topics/cdh3b3_zookeeper_startup_script_doesnt_use_java_homeOn RedHat 5 (using the RPM installer) I was able to install and run all the Hadoop components. The Zookeeper install was fine, but it wouldn't start:{noformat}[root@aholmes-desktop init.d]# ./hadoop-zookeeper start JMX enabled by default Using config: /etc/zookeeper/zoo.cfg Starting zookeeper ... STARTED [root@aholmes-desktop init.d]# Exception in thread ""main"" java.lang.NoSuchMethodError: method java.lang.management.ManagementFactory.getPlatformMBeanServer with signature ()Ljavax.management.MBeanServer; was not found. at org.apache.zookeeper.jmx.ManagedUtil.registerLog4jMBeans(ManagedUtil.java:48 ...{noformat} After some digging around I found the cause - the Zookeeper startup script (/usr/lib/zookeeper/bin/zkServer.sh ) uses the java found in the path, whereas the other startup scripts use JAVA_HOME. In my case I had the default RHEL5 1.4 JDK in the path, and the 1.6 JDK RPM's installed under /usr/java, hence the above error, which I'm guessing is a fairly common setup.In my opinion all the startup scripts should all use the same mechanism to determine where to pick java.","ZOOKEEPER-976","Minor","ZOOKEEPER","ZooKeeper","ASF","Fixed","2011-02-27 15:02:15.99","Closed","ZooKeeper startup script doesn't use JAVA_HOME","Bug","2011-11-24 03:22:31.321",0,1,7818,7818
16166,"2010-12-23 16:34:39.437","It's possible to make Forrest work with JDK6 by disabling sitemap validationin the forrest.properties file. See FOR-984 and PIG-1508 for more details.","ZOOKEEPER-963","Major","ZOOKEEPER","ZooKeeper","ASF","Fixed","2010-12-29 09:08:57.46","Closed","Make Forrest work with JDK6","Bug","2011-11-24 03:22:28.089",0,0,8130,8130
16154,"2011-01-14 20:29:33.071","Scenario:1. 2 of the 3 ZK nodes are online2. Third node is attempting to join3. Third node unnecessarily goes in ""LEADING"" state4. Then third goes back to LOOKING (no majority of followers) and finally goes to FOLLOWING state.While going through the logs I noticed that a peer C that is trying tojoin an already formed cluster goes in LEADING state. This is becauseQuorumCnxManager of A and B sends the entire history of notificationmessages to C. C receives the notification messages that wereexchanged between A and B when they were forming the cluster.In FastLeaderElection.lookForLeader(), due to the following piece ofcode, C quits lookForLeader assuming that it is supposed to lead.740                             //If have received from all nodes, then terminate741                             if ((self.getVotingView().size() == recvset.size()) &&742                                     (self.getQuorumVerifier().getWeight(proposedLeader) != 0)){743                                 self.setPeerState((proposedLeader == self.getId()) ?744                                         ServerState.LEADING: learningState());745                                 leaveInstance();746                                 return new Vote(proposedLeader, proposedZxid);747748                             } else if (termPredicate(recvset,This can cause:1.  C to unnecessarily go in LEADING state and wait for tickTime * initLimit and then restart the FLE.2. C waits for 200 ms (finalizeWait) and then considers whatevernotifications it has received to make a decision. C could potentiallydecide to follow an old leader, fail to connect to the leader, andthen restart FLE. See code below.752                             if (termPredicate(recvset,753                                     new Vote(proposedLeader, proposedZxid,754                                             logicalclock))) {755 756                                 // Verify if there is any change in the proposed leader757                                 while((n = recvqueue.poll(finalizeWait,758                                         TimeUnit.MILLISECONDS)) != null){759                                     if(totalOrderPredicate(n.leader, n.zxid,760                                             proposedLeader, proposedZxid)){761                                         recvqueue.put(n);762                                         break;763                                     }764                                 }In general, this does not affect correctness of FLE since C willeventually go back to FOLLOWING state (A and B won't vote forC). However, this delays C from joining the cluster. This can in turnaffect recovery time of an application.Proposal: A and B should send only the latest notification (mostrecent) instead of the entire history. Does this sound reasonable?","ZOOKEEPER-975","Major","ZOOKEEPER","ZooKeeper","ASF","Fixed","2011-04-30 00:13:46.32","Closed","new peer goes in LEADING state even if ensemble is online","Bug","2011-11-24 03:22:03.282",0,3,8126,8126
16167,"2010-12-22 02:42:59.384","From mailing list:It seems like we rely on the LearnerHandler thread startup to capture all of the missing committedtransactions in the SNAP or DIFF, but I don't see anything (especially in the DIFF case) thatis preventing us for committing more transactions before we actually start forwarding updatesto the new follower.Let me explain using my example from ZOOKEEPER-919. Assume we have quorum already, so theleader can be processing transactions while my follower is starting up.I'm a follower at zxid N-5, the leader is at N. I send my FOLLOWERINFO packet to the leaderwith that information. The leader gets the proposals from its committed log (time T1), thensyncs on the proposal list (LearnerHandler line 267. Why? It's a copy of the underlying proposallist... this might be part of our problem). I check to see if the peerLastZxid is within mymax and min committed log and it is, so I'm going to send a diff. I set the zxidToSend tobe the maxCommittedLog at time T3 (we already know this is sketchy), and forward the proposalsfrom my copied proposal list starting at the peerLastZxid+1 up to the last proposal transaction(as seen at time T1).After I have queued up all those diffs to send, I tell the leader to startFowarding updatesto this follower (line 308). So, let's say that at time T2 I actually swap out the leader to the thread that is handlingthe various request processors, and see that I got enough votes to commit zxid N+1. I commitN+1 and so my maxCommittedLog at T3 is N+1, but this proposal is not in the list of proposalsthat I got back at time T1, so I don't forward this diff to the client. Additionally, I processedthe commit and removed it from my leader's toBeApplied list. So when I call startForwardingfor this new follower, I don't see this transaction as a transaction to be forwarded. There's one problem. Let's also imagine, however, that I commit N+1 at time T4. The maxCommittedLogvalue is consistent with the max of the diff packets I am going to send the follower. But,I still committed N+1 and removed it from the toBeApplied list before calling startFowardingwith this follower. How does the follower get this transaction? Does it?To put it another way, here is the thread interaction, hopefully formatted so you can readit...		LearnerHandlerThread					RequestProcessorThreadT1(LH):	get list of proposals (COPY)T2(RPT):								commit N+1, remove from toBeAppliedT3(LH):	get maxCommittedLogT4(LH):	send diffs from view at T1T5(LH):	startForwardingOrT1(LH):	get list of proposals (COPY)T2(LH):	get maxCommittedLogT3(RPT):								commit N+1, remove from toBeAppliedT4(LH):	send diffs from view at T1T5(LH):	startFowardingI'm trying to figure out what, if anything, keeps the requests from being committed, removed,and never seen by the follower before it fully starts up. ","ZOOKEEPER-962","Critical","ZOOKEEPER","ZooKeeper","ASF","Fixed","2011-01-23 13:31:02.347","Closed","leader/follower coherence issue when follower is receiving a DIFF","Bug","2011-11-24 03:22:24.763",0,2,8153,7832
16168,"2010-12-22 00:07:16.368","Let's say you're using connection string ""127.0.0.1:2182/foo"".1) put a childrenchanged watch on relative / (that is, on absolute path /foo)2) stop the zk server3) start the zk server4) at this point, the client recovers the connection, and should have put back a watch on relative path /, but instead the client puts a watch on the *absolute* path /- if some other client adds or removes a node under /foo, nothing will happen- if some other client adds or removes a node under /, then you will get an error from the zk client library (string operation error)","ZOOKEEPER-961","Critical","ZOOKEEPER","ZooKeeper","ASF","Fixed","2011-09-14 13:51:47.824","Closed","Watch recovery after disconnection when connection string contains a prefix","Bug","2011-11-24 03:22:02.12",0,2,8115,8215
16169,"2010-12-15 17:18:22.22","Currently the hedwig cpp client will automatically send a consume message to the server when the calling client indicated that it has received the message. If the client wants to queue the messages and not acknowledge them to the server immediately, they need to block, which means interfering with any other running callbacks. ","ZOOKEEPER-958","Major","ZOOKEEPER","ZooKeeper","ASF","Fixed","2010-12-22 03:34:07.375","Closed","Flag to turn off autoconsume in hedwig c++ client","Bug","2011-11-24 03:22:42.19",0,0,7956,7956
16170,"2010-12-14 01:09:05.998","Somebody left some echo statements in the zkCleanup.sh which prevents the java commands from actually running.Patch coming forthwith.","ZOOKEEPER-957","Major","ZOOKEEPER","ZooKeeper","ASF","Fixed","2010-12-15 11:17:40.281","Closed","zkCleanup.sh doesn't do anything","Bug","2011-11-24 03:21:58.141",0,0,7925,7925
16204,"2010-11-08 16:51:59.599","Calling {{zookeeper.create()}} seems, under certain circumstances, to be corrupting a subsequent call to Python's {{logging}} module.Specifically, if the node does not exist (but its parent does), I end up with a traceback like this when I try to make the logging call:{noformat}Traceback (most recent call last):  File ""zktest.py"", line 21, in <module>    logger.error(""Boom?"")  File ""/System/Library/Frameworks/Python.framework/Versions/2.6/lib/python2.6/logging/__init__.py"", line 1046, in error    if self.isEnabledFor(ERROR):  File ""/System/Library/Frameworks/Python.framework/Versions/2.6/lib/python2.6/logging/__init__.py"", line 1206, in isEnabledFor    return level >= self.getEffectiveLevel()  File ""/System/Library/Frameworks/Python.framework/Versions/2.6/lib/python2.6/logging/__init__.py"", line 1194, in getEffectiveLevel    while logger:TypeError: an integer is required{noformat}But if the node already exists, or the parent does not exist, I get the appropriate NodeExists or NoNode exceptions.I'll be attaching a test script that can be used to reproduce this behavior.","ZOOKEEPER-921","Major","ZOOKEEPER","ZooKeeper","ASF","Fixed","2010-12-29 08:46:01.711","Closed","zkPython incorrectly checks for existence of required ACL elements","Bug","2011-11-24 03:22:03.842",0,1,8223,8223
16206,"2010-11-04 21:43:21.307","I was testing stability of Zookeeper ensemble for production deployment. Three node ensemble cluster configuration.In a loop, I kill/restart three Zookeeper clients that created one ephemeral node each, and at the same time,I killed Java process on one of ensemble (dont' know if it was a leader or not). Then I restarted Zookeeper on the server,It turns out that on two zookeeper ensemble servers, all the ephemeral nodes are gone (it should), but on the newly startedZookeeper server, the two old ephemeral nodes stayed.  The zookeeper didn't restart in standalone mode since new ephemeralnodes gets created on all ensemble servers. I captured the log.2010-11-04 17:48:50,201 - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:17288:NIOServerCnxn$Factory@250] - Accepted socket connection from /10.25.131.21:111912010-11-04 17:48:50,202 - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:17288:NIOServerCnxn@776] - Client attempting to establish new session at /10.25.131.21:111912010-11-04 17:48:50,203 - INFO  [CommitProcessor:1:NIOServerCnxn@1579] - Established session 0x12c160c31fc000b with negotiated timeout 30000 for client /10.25.131.21:111912010-11-04 17:48:50,206 - WARN  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:17288:NIOServerCnxn@633] - EndOfStreamException: Unable to read additional data from client sessionid 0x12c160c31fc000b, likely client has closed socket2010-11-04 17:48:50,207 - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:17288:NIOServerCnxn@1434] - Closed socket connection for client /10.25.131.21:11191 which had sessionid 0x12c160c31fc000b2010-11-04 17:48:50,207 - ERROR [CommitProcessor:1:NIOServerCnxn@444] - Unexpected Exception:java.nio.channels.CancelledKeyException        at sun.nio.ch.SelectionKeyImpl.ensureValid(SelectionKeyImpl.java:55)        at sun.nio.ch.SelectionKeyImpl.interestOps(SelectionKeyImpl.java:59)        at org.apache.zookeeper.server.NIOServerCnxn.sendBuffer(NIOServerCnxn.java:417)        at org.apache.zookeeper.server.NIOServerCnxn.sendResponse(NIOServerCnxn.java:1508)        at org.apache.zookeeper.server.FinalRequestProcessor.processRequest(FinalRequestProcessor.java:367)        at org.apache.zookeeper.server.quorum.CommitProcessor.run(CommitProcessor.java:73)","ZOOKEEPER-919","Blocker","ZOOKEEPER","ZooKeeper","ASF","Duplicate","2011-11-19 09:11:55.277","Closed","Ephemeral nodes remains in one of ensemble after deliberate SIGKILL","Bug","2011-11-24 03:22:22.523",0,2,NULL,8184
16240,"2010-10-01 17:11:25.955","We no longer use LedgerSequence, so we need to remove references in documentation and comments sprinkled throughout the code.","ZOOKEEPER-884","Major","ZOOKEEPER","ZooKeeper","ASF","Fixed","2010-11-05 13:18:45.514","Closed","Remove LedgerSequence references from BookKeeper documentation and comments in tests ","Bug","2011-11-24 03:22:02.506",0,0,7750,7750
16211,"2010-10-26 14:50:16.166","Cannot build 3.3.1 from release tarball do to VerGen parser inability to parse ""3.3.2-dev"".version-info:     [java] All version-related parameters must be valid integers!     [java] Exception in thread ""main"" java.lang.NumberFormatException: For input string: ""2-dev""     [java] 	at java.lang.NumberFormatException.forInputString(NumberFormatException.java:65)     [java] 	at java.lang.Integer.parseInt(Integer.java:481)     [java] 	at java.lang.Integer.parseInt(Integer.java:514)     [java] 	at org.apache.zookeeper.version.util.VerGen.main(VerGen.java:131)     [java] Java Result: 1","ZOOKEEPER-913","Critical","ZOOKEEPER","ZooKeeper","ASF","Fixed","2011-01-27 15:45:24.891","Closed","Version parser fails to parse ""3.3.2-dev"" from build.xml.","Bug","2011-11-24 03:22:17.761",0,1,7818,8224
16217,"2010-10-21 02:27:19.11","The sync request does not set the session owner in Request.As a result, the leader keeps printing:2010-07-01 10:55:36,733 - INFO  [ProcessThread:-1:PrepRequestProcessor@405] - Got user-level KeeperException when processing sessionid:0x298d3b1fa90000 type:sync: cxid:0x6 zxid:0xfffffffffffffffe txntype:unknown reqpath:/ Error Path:null Error:KeeperErrorCode = Session moved","ZOOKEEPER-907","Blocker","ZOOKEEPER","ZooKeeper","ASF","Fixed","2010-11-05 00:29:28.353","Closed","Spurious ""KeeperErrorCode = Session moved"" messages","Bug","2011-11-24 03:22:29.006",0,2,8126,8126
16220,"2010-10-20 04:44:01.011","The documentation states:New in 3.2:  Enables a ZooKeeper ensemble administrator to access the znode hierarchy as a ""super"" user. In particular no ACL checking occurs for a user authenticated as super.However, if a super user does something like:zk.setACL(""/"", Ids.READ_ACL_UNSAFE, -1);the super user is now bound by read-only ACL. This is not what I would expect to see given the documentation. It can be fixed by moving the chec for the ""super"" authId in PrepRequestProcessor.checkACL to before the for(ACL a : acl) loop.","ZOOKEEPER-904","Major","ZOOKEEPER","ZooKeeper","ASF","Fixed","2010-10-27 06:31:11.447","Closed","super digest is not actually acting as a full superuser","Bug","2011-11-24 03:22:24.586",0,0,7832,7832
16222,"2010-10-19 01:41:49.757","https://hudson.apache.org/hudson/view/ZooKeeper/job/ZooKeeper-trunk/970/artifact/trunk/findbugs/zookeeper-findbugs-report.html#Warnings_MALICIOUS_CODEMalicious code vulnerability WarningsCode	WarningMS	org.apache.zookeeper.server.quorum.LeaderElection.epochGen isn't final but should be","ZOOKEEPER-902","Minor","ZOOKEEPER","ZooKeeper","ASF","Fixed","2011-02-08 03:27:45.011","Closed","Fix findbug issue in trunk ""Malicious code vulnerability""","Bug","2011-11-24 03:21:58.863",0,1,7750,7818
16257,"2010-09-07 15:29:12.811","client cleanup test is failing on hudson. fd count is off.","ZOOKEEPER-867","Blocker","ZOOKEEPER","ZooKeeper","ASF","Fixed","2010-09-15 07:22:17.819","Closed","ClientTest is failing on hudson - fd cleanup","Bug","2011-11-24 03:22:01.25",0,0,7818,7818
16226,"2010-10-15 03:35:57.62","I was looking through the c-client code and noticed a situation where a counter can be incorrectly incremented and a small memory leak can occur.In zookeeper.c : add_completion(), if close_requested is true, then the completion will not be queued.  But at the end, outstanding_sync is still incremented and free() never called on the newly allocated completion_list_t.  I will submit for review a diff that I believe corrects this issue.","ZOOKEEPER-898","Trivial","ZOOKEEPER","ZooKeeper","ASF","Fixed","2010-10-29 02:51:35.113","Closed","C Client might not cleanup correctly during close","Bug","2011-11-24 03:22:20.045",0,0,8164,8164
16227,"2010-10-15 03:26:06.675","We observed a crash while closing our c client.  It was in the do_io() thread that was processing as during the close() call.#0  queue_buffer (list=0x6bd4f8, b=0x0, add_to_front=0) at src/zookeeper.c:969#1  0x000000000046234e in check_events (zh=0x6bd480, events=<value optimized out>) at src/zookeeper.c:1687#2  0x0000000000462d74 in zookeeper_process (zh=0x6bd480, events=2) at src/zookeeper.c:1971#3  0x0000000000469c34 in do_io (v=0x6bd480) at src/mt_adaptor.c:311#4  0x00007ffff7bc59ca in start_thread () from /lib/libpthread.so.0#5  0x00007ffff6f706fd in clone () from /lib/libc.so.6#6  0x0000000000000000 in ?? ()We tracked down the sequence of events, and the cause is that input_buffer is being freed from a thread other than the do_io thread that relies on it:1. do_io() call check_events()2. if(events&ZOOKEEPER_READ) branch executes3. if (rc > 0) branch executes4. if (zh->input_buffer != &zh->primer_buffer) branch executes.....in the meantime......     5. zookeeper_close() called     6. if (inc_ref_counter(zh,0)!=0) branch executes     7. cleanup_bufs() is called     8. input_buffer is freed at the end..... back to check_events().........9. queue_events() is called on a NULL buffer.I believe the patch is to only call free_completions() in zookeeper_close() and not cleanup_bufs().  The original reason cleanup_bufs() was added was to call any outstanding synhcronous completions, so only free_completions (which is guarded) is needed.  I will submit a patch for review with this change.","ZOOKEEPER-897","Major","ZOOKEEPER","ZooKeeper","ASF","Fixed","2010-10-29 00:25:53.348","Closed","C Client seg faults during close","Bug","2011-11-24 03:22:21.328",0,0,8164,8164
16231,"2010-10-11 15:15:55.382","When ZooKeeper receives certain illegally formed messages on the internal communication port (:4181 by default), it's possible for ZooKeeper to enter an infinite loop which causes 100% cpu usage. It's related to ZOOKEEPER-427, but that patch does not resolve all issues.from: src/java/main/org/apache/zookeeper/server/quorum/QuorumCnxManager.java the two affected parts:===========int length = msgLength.getInt();                                                        if(length <= 0) {                                                                           throw new IOException(""Invalid packet length:"" + length);                           } ======================while (message.hasRemaining()) {                                                        temp_numbytes = channel.read(message);                                              if(temp_numbytes < 0) {                                                                 throw new IOException(""Channel eof before end"");                                }                                                                                   numbytes += temp_numbytes;                                                      } ===========how to replicate this bug:perform an nmap portscan against your zookeeper server: ""nmap -sV -n your.ip.here -p4181""wait for a while untill you see some messages in the logfile and then you will see 100% cpu usage. It does not recover from this situation. With my patch, it does not occur anymore","ZOOKEEPER-893","Critical","ZOOKEEPER","ZooKeeper","ASF","Fixed","2010-10-20 06:38:09.92","Closed","ZooKeeper high cpu usage when invalid requests","Bug","2011-11-24 03:22:29.72",0,2,8192,8192
16236,"2010-10-06 21:26:52.88","the c-client / zkpython wrapper invokes already freed watcher callbacksteps to reproduce:  0. start a zookeper server on your machine  1. run the attached python script  2. suspend the zookeeper server process (e.g. using `pkill -STOP -f org.apache.zookeeper.server.quorum.QuorumPeerMain` )  3. wait until the connection and the node observer fired with a session event  4. resume the zookeeper server process  (e.g. using `pkill -CONT -f org.apache.zookeeper.server.quorum.QuorumPeerMain` )-> the client tries to dispatch the node observer function again, but it was already freed -> double free corruption","ZOOKEEPER-888","Critical","ZOOKEEPER","ZooKeeper","ASF","Fixed","2010-10-20 03:02:22.019","Closed","c-client / zkpython: Double free corruption on node watcher","Bug","2011-11-24 03:22:44.576",1,2,8193,8193
16242,"2010-09-29 07:46:36.08","On startup, the server first loads the latest snapshot, and then loads from the log starting at the last transaction in the snapshot.  It should begin from one past that last transaction in the log.  I will attach a possible patch.","ZOOKEEPER-882","Minor","ZOOKEEPER","ZooKeeper","ASF","Fixed","2010-12-23 20:43:17.004","Closed","Startup loads last transaction from snapshot","Bug","2011-11-24 03:22:29.552",0,0,8164,8164
16243,"2010-09-29 07:41:03.456","zkDb.loadDataBase() is called twice at the beginning of loadData().  It shouldn't have any negative affects, but is unnecessary.   A patch should be trivial.","ZOOKEEPER-881","Trivial","ZOOKEEPER","ZooKeeper","ASF","Fixed","2010-10-19 02:30:02.713","Closed","ZooKeeperServer.loadData loads database twice","Bug","2011-11-24 03:21:59.531",0,0,8164,8164
16244,"2010-09-28 07:40:46.374","We're seeing an issue where one server in the ensemble has a steady growing number of QuorumCnxManager$SendWorker threads up to a point where the OS runs out of native threads, and at the same time we see a lot of exceptions in the logs.  This is on 3.2.2 and our config looks like:{noformat}tickTime=3000dataDir=/somewhere_thats_not_tmpclientPort=2181initLimit=10syncLimit=5server.0=sv4borg9:2888:3888server.1=sv4borg10:2888:3888server.2=sv4borg11:2888:3888server.3=sv4borg12:2888:3888server.4=sv4borg13:2888:3888{noformat}The issue is on the first server. I'm going to attach threads dumps and logs in moment.","ZOOKEEPER-880","Blocker","ZOOKEEPER","ZooKeeper","ASF","Fixed","2011-03-17 02:49:33.019","Closed","QuorumCnxManager$SendWorker grows without bounds","Bug","2011-11-24 03:22:01.703",0,3,8126,8232
16250,"2010-09-18 00:01:03.667","FileTxnSnapLog.restore() does not call listener passed as parameter. The result is that the commitLogs list is empty. When a follower connects to the leader, the leader is forced to send a snapshot to the follower instead of a couple of requests and commits.","ZOOKEEPER-874","Trivial","ZOOKEEPER","ZooKeeper","ASF","Fixed","2011-04-14 00:10:24.84","Closed","FileTxnSnapLog.restore does not call listener","Bug","2013-05-02 10:29:33.975",0,1,8236,8236
